Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
pure-air-x-rm-2-uvc-uvc-germicidal-system-remote-mount,Pure Air X BioForce Defender® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Size,"12""",,,,,,,,RM2-12/12,4082.013815341,,-43,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNARM2-16-16.jpg?v=1709243070,1,,false,,,,lb,,active
pure-air-x-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,4082.013815341,,-66,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-rm-1-oxidation-system,Pure Air X BioForce Defender® Remote Mount - RM1-5WB UVV Oxidation Lamp Unit,"<p><span>- Remote Mount UVV 5"" oxidation unit with ballast (RM1-5WB).</span><br><span>- Three year warranty against lamp defects</span><br><span>- Lifetime warranty on all electric components</span><br><span>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz</span><br><span>- Suitable for up to a 10 ton AHU</span></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV </a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Title,Default Title,,,,,,,,RM1-5WB,3175.010512289,,-36,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNARM1-5.jpg?v=1709243055,1,,false,,,,lb,,active
pure-air-x-fm-1-oxidation-system,"Pure Air X BioForce Defender® FM1-5, One 5” UVV Oxidation Unit","<p>120/240 volt fixed mount 5"" oxidation unit (FM1-5)</p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</li>
</ul>
",Dynamic AQS,Uncategorized,Fixed Mount UV,SNA,true,Title,Default Title,,,,,,,,FM1-5,3175.010512289,,-7,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNAFM1-5_cf840d0b-8331-4fde-8d6f-fba72e6b6529.jpg?v=1709310773,1,,false,,,,lb,,active
pure-air-x-300cfm-bypass-hepa-system,Pure Air X 300 CFM Bypass HEPA System,"<p>300 CFM Bypass HEPA System with 1.5 inch pre-filter and 2 inch HEPA.</p>
<p>HP-300</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li><a href=""https://www.dynamiconlineorders.com/collections/hepa/products/activated-carbon-edge-panel"">Activated Carbon Insert</a></li>
</ul>
<p><span>Notes</span></p>
<ul>
<li>For more information, v<span data-mce-fragment=""1"">iew/download the </span><span data-mce-fragment=""1""></span><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,HEPA,SNA,true,Title,Default Title,,,,,,,,HP-300,9071.983477711,,-44,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/PUR_HEPA.png?v=1610392247,1,,false,,,,lb,,active
pristine-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Pristine Air BioForce Defender® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"">Spec Sheet</a>.</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,NEX,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-1187,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXRM3-16-16-5.jpg?v=1709242693,1,,false,,,,lb,,active
pristine-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-67,deny,manual,true,true,,,,,,,,,,,,,lb,,
pristine-air-rm-2-uvc-uvc-germicidal-system-remote-mount,Pristine Air BioForce Defender® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"">Spec Sheet</a><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" data-mce-fragment=""1"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,NEX,true,Size,"12""",,,,,,,,RM2-12/12,4082.013815341,,-1912,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXRM2-16-16.jpg?v=1709242661,1,,false,,,,lb,,active
pristine-air-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,4082.013815341,,-67,deny,manual,true,true,,,,,,,,,,,,,lb,,
pristine-air-rm-2-dual-uvc-uvv-germicidal-oxidation-system-remote-mount,Pristine Air BioForce Defender® Remote Mount - RM2 Dual UVC/UVV Germicidal,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV </a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,NEX,true,Size,"12""",,,,,,,,RM2-12/5,4082.013815341,,-2992,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXRM2-16-5.jpg?v=1709242678,1,,false,,,,lb,,active
pristine-air-rm-2-dual-uvc-uvv-germicidal-oxidation-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/5,4082.013815341,,-1656,deny,manual,true,true,,,,,,,,,,,,,lb,,
pristine-air-rm-1-oxidation-system,"Pristine Air BioForce Defender® RM1-5WB, One 5” UVV Oxidation Lamp Unit","<p><span>- Remote Mount UVV 5"" oxidation unit with ballast (RM1-5WB).</span><br><span>- Three year warranty against lamp defects</span><br><span>- Lifetime warranty on all electric components</span><br><span>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz</span><br><span>- Suitable for up to a 10 ton AHU</span></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV </a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,NEX,true,Title,Default Title,,,,,,,,RM1-5WB,3175.010512289,,-367,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXRM1-5WB.jpg?v=1709242707,1,,false,,,,lb,,active
pristine-air-rm-1-germicidal-uv-system-remote-mount,Pristine Air BioForce Defender® Remote Mount - RM1 UVC Germicidal System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX-802_RM_Models_Spec_Sheet_0321.pdf?v=1617816821"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,NEX,true,Size,"12""",,,,,,,,RM1-12,4082.013815341,,-4451,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXRM1-16.jpg?v=1709242646,1,,false,,,,lb,,active
pristine-air-rm-1-germicidal-uv-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM1-16,4082.013815341,,-902,deny,manual,true,true,,,,,,,,,,,,,lb,,
pristine-air-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Pristine Air BioForce Defender® FM3-16/16/5 (2 - 16” UVC lamps with a 5” UVV lamp) or FM3-12/12/5 (2 - 12” UVC lamps with a 5” UVV lamp) Triple Germicidal/Oxidation System,"<p>Fixed Mount, 3 lamp System. 2 high output UVC H-lamps and 1 5"" UVV Oxidation lamp.</p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</li>
</ul>
",Dynamic AQS,Uncategorized,Fixed Mount UV,NEX,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,-89,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXFM3-16-16-5.jpg?v=1709242631,1,,false,,,,lb,,active
pristine-air-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,-163,deny,manual,true,true,,,,,,,,,,,,,lb,,
pristine-air-fm-2-uvc-uvv-dual-germicidal-oxidation-system,Pristine Air BioForce Defender® Fixed Mount - FM2 UVC/UVV Dual Germicidal/Oxidation  System,"<p>- Fixed Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<ul>
<li>For more information, see our <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX-801_FM_Models_Spec_Sheet_0321.pdf?v=1617816821"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,NEX,true,Size,"12""",,,,,,,,FM2-12/5,4082.013815341,,-626,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXFM2-16-5.jpg?v=1709242615,1,,false,,,,lb,,active
pristine-air-fm-2-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM2-16/5,4082.013815341,,-2578,deny,manual,true,true,,,,,,,,,,,,,lb,,
pristine-air-fm-1-oxidation-system,"Pristine Air FM1-5, One 5” UVV BioForce Defender® Oxidation Unit","<p>120/240 volt fixed mount 5"" oxidation unit (FM1-5)</p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</li>
</ul>
",Dynamic AQS,Uncategorized,Fixed Mount UV,NEX,true,Title,Default Title,,,,,,,,FM1-5,3175.010512289,,-67,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXFM1-5.jpg?v=1709311069,1,,false,,,,lb,,active
pristine-air-300cfm-bypass-hepa-system,Pristine Air 300 CFM Bypass HEPA System,"<p>300 CFM Bypass HEPA System with 1.5 inch pre-filter and 2 inch HEPA.</p>
<p>HP-300</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li><a href=""https://www.dynamiconlineorders.com/collections/hepa/products/activated-carbon-edge-panel"">Activated Carbon Insert</a></li>
</ul>
<p><span>Notes</span></p>
<ul>
<li>For more information, v<span data-mce-fragment=""1"">iew/download the</span><span data-mce-fragment=""1""></span> <a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,HEPA,NEX,true,Title,Default Title,,,,,,,,HP-300,9071.983477711,,-246,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/NEX_HEPA.png?v=1610391784,1,,false,,,,lb,,active
eco-healthy-home-rm-2-uvc-uvc-germicidal-system-remote-mount,Eco Healthy Home BioForce Defender® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECO_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617815714"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ECO,true,Size,"12""",,,,,,,,RM2-12/12,4082.013815341,,-10,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECORM2-16-16.jpg?v=1709242514,1,,false,,,,lb,,active
eco-healthy-home-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,4082.013815341,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
eco-healthy-home-rm-1-oxidation-system,"Eco Healthy Home BioForce Defender® RM1-5WB, One 5” UVV Oxidation Lamp Unit","<p><span>120/240 volt remote 5"" UVV oxidation unit with ballast (RM1-5WB).</span></p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</li>
</ul>
",Dynamic AQS,Uncategorized,Remote Mount UV,ECO,true,Title,Default Title,,,,,,,,RM1-5WB,3175.010512289,,-2,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECORM1-5.jpg?v=1709242553,1,,false,,,,lb,,active
eco-healthy-home-fm-1-oxidation-system,"Eco Healthy Home BioForce Defender® Fixed Mount - FM1-5"" UVV Oxidation Unit","<p>- Fixed Mount UVV 5"" oxidation unit<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECO_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617815714"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-801_FM_Models_Spec_Sheet_0321.pdf?v=1617810279"">S</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECO-801_FM_Models_Spec_Sheet_0321.pdf?v=1617815481"">pec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,ECO,true,Title,Default Title,,,,,,,,FM1-5,3175.010512289,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECOFM1-5.jpg?v=1709242455,1,,false,,,,lb,,active
eco-healthy-home-300cfm-bypass-hepa-system,Eco Healthy Home 300 CFM Bypass HEPA System,"<p>300 CFM Bypass HEPA System with 1.5 inch pre-filter and 2 inch HEPA.</p>
<p>HP-300</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li>
<a href=""https://www.dynamiconlineorders.com/collections/hepa/products/activated-carbon-edge-panel"">Activated Carbon Insert</a><a href=""/collections/hepa/products/hepa-carbon-module""></a>
</li>
</ul>
<p><span>Notes</span></p>
<ul>
<li>For more information, v<span data-mce-fragment=""1"">iew/download the </span><span data-mce-fragment=""1""></span><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,HEPA,ECO,true,Title,Default Title,,,,,,,,HP-300,9071.983477711,,-11,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ECO_HEPA300.png?v=1610390818,1,,false,,,,lb,,active
clean-air_defense-system-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Clean Air Defense System BioForce Defender® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"">Spec Sheet</a>.</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,CAD,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-299,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM3-16-16-5_998e385a-e1c9-4354-8d47-73535b79942c.jpg?v=1709242410,1,,false,,,,lb,,active
clean-air_defense-system-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-206,deny,manual,true,true,,,,,,,,,,,,,lb,,
